* Initial: 
     (-)pre0-post0 = 2.8400203631176597e-19
     (-)pre0-post1 = 0.16907533194409313
     (-)pre0-post2 = 8.764466151237437e-61
     (-)pre0-post3 = 5.960424276662816e-89
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 1.265546288534919e-06
     (-)pre2-post1 = 0.18816066218062202
     (-)pre2-post2 = 3.9055530552192483e-48
     (-)pre2-post3 = 2.656037782841659e-76
     (-)pre3-post0 = 0.1072999049712617
     (-)pre3-post1 = 0.10660366979268748
     (-)pre3-post2 = 2.5249544066945268e-33
     (-)pre3-post3 = 1.7171381899859333e-61
     (-)pre4-post0 = 0.16985583730410742
     (-)pre4-post1 = 1.57994986813037e-06
     (-)pre4-post2 = 2.9532267040088596e-19
     (-)pre4-post3 = 2.0083920500483735e-47
     (-)pre5-post0 = 1.3283405221488492e-58
     (-)pre5-post1 = 0.18445140891596842
     (-)pre5-post2 = 1.6356235555452548e-05
     (-)pre5-post3 = 1.1123517394159002e-33
     (-)pre6-post0 = 2.4204238098447555e-46
     (-)pre6-post1 = 0.18432512634984316
     (-)pre6-post2 = 0.18420650800464705
     (-)pre6-post3 = 2.0268617798763327e-21
     (-)pre7-post0 = 3.482903405823465e-31
     (-)pre7-post1 = 2.9386416642539033e-06
     (-)pre7-post2 = 0.1766126465777267
     (-)pre7-post3 = 2.916573229912276e-06
     (-)pre8-post0 = 1.1901844431734865e-17
     (-)pre8-post1 = 0.1866314049455455
     (-)pre8-post2 = 2.0664312867639284e-05
     (-)pre8-post3 = 0.18546005085404782
     (-)pre9-post0 = 9.559761174375711e-06
     (-)pre9-post1 = 0.19034520854683137
     (-)pre9-post2 = 0.1901752354617497
     (-)pre9-post3 = 1.0743567746712943e-17
     (-)pre10-post0 = 0.18416367720723098
     (-)pre10-post1 = 0.18469326720748172
     (-)pre10-post2 = 0.1840918280996732
     (-)pre10-post3 = 1.340739055431127e-05
     (-)pre11-post0 = 0.19026261661899999
     (-)pre11-post1 = 0.19006471743932507
     (-)pre11-post2 = 5.332215837016038e-30
     (-)pre11-post3 = 0.18819027882604547
     (-)pre12-post0 = 0.19066567808415233
     (-)pre12-post1 = 1.4038227456928938e-05
     (-)pre12-post2 = 7.780695772693309e-18
