* Initial: 
     (-)pre0-post0 = 1.0313155907150477e-18
     (-)pre0-post1 = 0.12131790733173982
     (-)pre0-post2 = 8.083214084396264e-61
     (-)pre0-post3 = 1.9914201000017655e-88
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
     (-)pre1-post2 = 0.0
     (-)pre1-post3 = 0.0
     (-)pre2-post0 = 2.1026084992046262e-06
     (-)pre2-post1 = 0.20750731991641616
     (-)pre2-post2 = 1.647979568910741e-48
     (-)pre2-post3 = 4.06004295278567e-76
     (-)pre3-post0 = 0.1179548215781146
     (-)pre3-post1 = 0.11725553530863674
     (-)pre3-post2 = 7.009212804437287e-34
     (-)pre3-post3 = 1.726823899281727e-61
     (-)pre4-post0 = 0.18793490837269336
     (-)pre4-post1 = 5.1912165908557e-06
     (-)pre4-post2 = 4.941657313035426e-20
     (-)pre4-post3 = 1.217450830542301e-47
     (-)pre5-post0 = 1.5079379616377625e-60
     (-)pre5-post1 = 0.17718382815922698
     (-)pre5-post2 = 8.032819488223473e-06
     (-)pre5-post3 = 1.9790189081763156e-33
     (-)pre6-post0 = 4.2720281026850093e-48
     (-)pre6-post1 = 0.1759680323394712
     (-)pre6-post2 = 0.17574111199354311
     (-)pre6-post3 = 5.606612875699425e-21
     (-)pre7-post0 = 5.009305977538254e-34
     (-)pre7-post1 = 6.624085308448814e-07
     (-)pre7-post2 = 0.181404158174212
     (-)pre7-post3 = 6.574213031187128e-07
     (-)pre8-post0 = 5.987581951966918e-19
     (-)pre8-post1 = 0.17758159627822337
     (-)pre8-post2 = 9.155836346220468e-06
     (-)pre8-post3 = 0.17666567469094316
     (-)pre9-post0 = 4.602397255515767e-06
     (-)pre9-post1 = 0.1870706464846082
     (-)pre9-post2 = 0.18698339337407577
     (-)pre9-post3 = 2.6235748565698047e-18
     (-)pre10-post0 = 0.17433658700947388
     (-)pre10-post1 = 0.1742636657099386
     (-)pre10-post2 = 0.1742253208674999
     (-)pre10-post3 = 9.460330306133808e-06
     (-)pre11-post0 = 0.1804157698543826
     (-)pre11-post1 = 0.18003700252249566
     (-)pre11-post2 = 4.887876437032005e-35
     (-)pre11-post3 = 0.1856696222179421
     (-)pre12-post0 = 0.18861653624925512
     (-)pre12-post1 = 4.419136095962728e-06
     (-)pre12-post2 = 6.674092950319673e-21
     (-)pre12-post3 = 0.18661595229553155
     (-)pre13-post0 = 0.0
     (-)pre13-post1 = 0.18111219504804332
     (-)pre13-post2 = 1.6067100573694234e-06
     (-)pre13-post3 = 0.18667854041741605
     (-)pre14-post0 = 0.0
     (-)pre14-post1 = 0.1770752517442654
     (-)pre14-post2 = 0.17705926584116943
     (-)pre14-post3 = 0.17632327674494777
RECALL 0
* Iter 0
     (-)pre0-post0 = 1.0313155907150477e-18
     (+)pre0-post1 = 0.18625393738778784
     (-)pre0-post2 = 8.083214084396264e-61
     (-)pre0-post3 = 1.9914201000017655e-88
     (-)pre1-post0 = 0.0
     (-)pre1-post1 = 0.0
